 datetime,id,id_rem,stazione,lon,lat,quota,riscaldatore,alt_anemometro,alt_sensori,temp_val,temp_max,temp_min,rain,rain_day,rain_rate,rain_rate_max,slp,wind_speed,wind_gust,wind_gust_max,wind_dir,rel_hum,dewpoint,temp_wet_bulb,pm2_5,pm10,air_index,snow_height,radar,satellite
2025-01-02 19:40,14,RE0030,Novellara,10.72320000,44.84300000,30,0,10,9,5.8,6.9,1.9,0.0,0.0,0.0,0.0,1017.2,1.6,3.2,8.0,315,87,3.9,4.5,NA,NA,NA,NA,NA,NA
2025-01-02 19:40,15,RE1152,Febbio,10.42800000,44.29700000,1152,1,4,3,5.9,6.3,2.0,0.2,9.1,1.0,32.8,1012.0,38.6,86.9,115.9,227,78,2.2,3.8,NA,NA,NA,NA,NA,NA
2025-01-02 19:40,16,RE0842,Toano,10.57110000,44.37520000,842,1,10,2,8.2,8.8,4.3,0.0,0.0,0.0,0.0,1014.6,20.9,41.8,59.5,206,67,2.2,5.0,NA,NA,NA,NA,NA,NA
2025-01-02 19:40,17,RE0022,Boretto,10.54347000,44.90599000,22,0,12,3,5.9,7.3,2.3,0.0,0.0,0.0,0.0,1013.5,0.0,4.8,16.1,26,91,5.0,5.0,NA,NA,NA,NA,NA,NA
2025-01-02 19:41,18,RE0682,Casina,10.49310000,44.52500000,682,0,3,2,7.9,10.0,5.5,0.0,0.0,0.0,0.0,1014.2,8.0,14.5,54.7,250,81,5.0,6.0,NA,NA,NA,NA,NA,NA
2025-01-02 19:41,19,RE1330,Ventasso Laghi,10.27510000,44.38570000,1330,1,4,3,3.4,3.9,0.9,0.0,4.0,0.0,7.0,1011.7,14.5,41.8,69.2,296,89,1.7,2.3,NA,NA,NA,NA,NA,NA
2025-01-02 19:40,20,RE0039,Gazzata,10.77930000,44.70240000,39,0,10,2,5.4,8.9,-0.4,0.0,0.0,0.0,0.0,1015.3,NA,NA,NA,NA,93,4.4,4.7,NA,NA,NA,NA,NA,NA
2025-01-02 19:40,21,RE0032,Bagnolo in Piano,10.66941000,44.76264000,32,0,10,10,5.2,6.5,0.8,0.0,0.0,0.0,0.0,1017.0,3.2,4.8,14.5,237,93,4.4,4.5,NA,NA,NA,NA,NA,NA
2025-01-02 19:40,23,RE0088,Cavriago,10.51350600,44.69514900,88,0,10,10,5.3,6.6,0.1,0.0,0.0,0.0,0.0,1018.1,0.0,1.6,16.1,294,94,4.4,4.7,NA,NA,NA,NA,NA,NA
2025-01-02 19:40,24,RE1761,Rifugio Battisti,10.41280000,44.26200000,1761,1,6,5,0.1,0.5,-2.3,0.0,2.0,0.0,2.2,1018.6,39.2,78.5,95.8,243,100,0.1,0.0,NA,NA,NA,NA,NA,NA
2025-01-02 19:40,27,RE1010,Oss. Cervarezza,10.32710000,44.40170000,1010,1,4,3,6.0,6.4,3.7,0.4,7.4,4.4,5.2,1016.8,30.6,58.0,73.4,190,82,3.2,4.3,NA,NA,NA,NA,NA,NA
2025-01-02 19:41,28,RE0678,Villa Minozzo,10.45992000,44.36519000,678,0,4,3,9.8,10.1,8.8,0.0,0.0,0.0,0.0,1014.5,17.7,40.2,69.2,261,62,2.8,6.0,NA,NA,NA,NA,NA,NA
2025-01-02 19:40,30,RE0965,Civago,10.47520000,44.25160000,965,1,5,5,7.1,7.2,2.9,0.0,5.0,0.0,6.2,1014.2,44.3,58.0,66.6,289,78,3.5,5.0,NA,NA,NA,NA,NA,NA
2025-01-02 19:40,31,RE0438,Canossa e Rossena,10.41673300,44.58522300,438,0,2,2,3.8,11.3,3.8,0.0,0.0,0.0,0.0,1015.4,3.2,9.7,59.5,36,93,2.8,3.1,NA,NA,NA,NA,NA,NA
2025-01-02 19:40,33,RE0577,Carpineti,10.51258400,44.45393700,577,0,10,10,10.1,10.1,4.6,0.0,0.0,0.0,0.0,1015.2,8.0,20.9,53.1,245,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-02 19:40,35,RE1579,Passo Pradarena,10.30000000,44.28620000,1579,1,5,5,1.6,1.7,-0.9,0.4,7.0,0.8,12.6,1017.0,11.9,37.4,52.9,298,98,1.3,1.3,NA,NA,NA,NA,NA,NA
 
