 datetime,id,id_rem,stazione,lon,lat,quota,riscaldatore,alt_anemometro,alt_sensori,temp_val,temp_max,temp_min,rain,rain_day,rain_rate,rain_rate_max,slp,wind_speed,wind_gust,wind_gust_max,wind_dir,rel_hum,dewpoint,temp_wet_bulb,pm2_5,pm10,air_index,snow_height,radar,satellite
2024-11-05 08:00,1,RE1347,Cerreto Laghi,10.24290000,44.29670000,1347,1,10,3,6.3,6.3,4.9,0.0,0.0,0.0,0.0,1023.2,3.2,NA,8.0,201,62,-0.6,2.9,NA,NA,NA,NA,NA,NA
2024-11-05 08:00,4,RE0767,Carnola - C.Monti,10.40100000,44.41530000,767,0,10,3,7.5,9.5,6.8,0.0,0.0,0.0,0.0,1024.2,0.0,NA,6.4,345,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-11-05 08:00,6,RE2057,Monte Cusna,10.40160000,44.28210000,2057,0,7,6,8.1,9.2,6.2,NA,NA,NA,NA,1023.4,6.8,8.6,15.5,228,34,-6.8,2.2,NA,NA,NA,NA,NA,NA
2024-11-05 08:00,7,RE0665,Felina,10.45850000,44.45220000,665,0,10,10,7.9,8.8,6.9,NA,NA,NA,NA,1023.7,0.0,NA,6.4,63,97,7.8,7.5,NA,NA,NA,NA,NA,NA
2024-11-05 08:00,8,RE0518,S. Giovanni,10.56110000,44.52690000,518,0,8,2,10.3,10.3,6.4,0.0,0.2,0.0,0.2,1027.5,4.8,8.0,12.9,275,95,9.4,9.7,NA,NA,NA,NA,NA,NA
2024-11-05 08:00,9,RE0281,Colli Borzano,10.62220000,44.59490000,281,0,8,2,9.6,11.1,8.2,0.0,0.3,0.0,0.3,1026.8,0.0,1.6,8.0,188,96,8.9,9.1,NA,NA,NA,NA,NA,NA
2024-11-05 08:00,10,RE0081,Arceto,10.71980000,44.61970000,81,0,10,10,9.9,9.9,9.1,0.0,0.3,0.0,0.3,1027.2,1.6,4.8,12.9,298,93,8.9,9.1,NA,NA,NA,NA,NA,NA
2024-11-05 08:00,11,RE0051,Reggio Emilia,10.62190000,44.70980000,51,0,10,10,10.3,10.7,9.8,0.0,0.0,0.0,0.0,1023.5,NA,NA,NA,287,100,10.6,10.2,NA,NA,NA,NA,NA,NA
2024-11-05 08:00,12,RE0198,Quattro Castella,10.44560000,44.63070000,198,0,10,2,8.9,9.5,7.3,0.0,0.0,0.0,0.0,1027.0,1.6,8.0,11.3,200,96,8.3,8.4,NA,NA,NA,NA,NA,NA
2024-11-05 08:00,13,RE0637,Camporella,10.23450000,44.42140000,637,0,10,2,5.6,7.5,5.2,0.0,0.5,0.0,0.3,1026.5,NA,NA,NA,140,93,4.4,4.9,NA,NA,NA,NA,NA,NA
2024-11-05 08:00,14,RE0030,Novellara,10.72320000,44.84300000,30,0,10,9,10.0,10.3,9.4,0.0,0.3,0.0,0.3,1027.4,3.2,6.4,11.3,281,94,8.9,9.3,NA,NA,NA,NA,NA,NA
2024-11-05 08:00,15,RE1152,Febbio,10.42800000,44.29700000,1152,1,4,3,7.8,7.8,5.0,0.0,0.0,0.0,0.0,1024.7,0.0,0.0,4.8,182,64,1.1,4.4,NA,NA,NA,NA,NA,NA
2024-11-05 08:00,16,RE0842,Toano,10.57110000,44.37520000,842,1,10,2,8.7,9.7,7.4,0.0,0.2,0.0,0.2,1024.7,1.6,4.8,6.4,349,89,7.2,7.5,NA,NA,NA,NA,NA,NA
2024-11-05 08:00,17,RE0022,Boretto,10.54347000,44.90599000,22,0,12,3,9.8,10.3,9.4,0.0,0.3,0.0,0.3,1024.2,6.4,12.9,14.5,271,97,10.0,9.4,NA,NA,NA,NA,NA,NA
2024-11-05 08:00,18,RE0682,Casina,10.49310000,44.52500000,682,0,3,2,8.2,10.2,6.6,0.0,0.4,0.0,0.2,1024.8,8.0,12.9,14.5,288,96,7.8,7.7,NA,NA,NA,NA,NA,NA
2024-11-05 08:00,19,RE1330,Ventasso Laghi,10.27510000,44.38570000,1330,1,4,3,8.1,8.3,6.8,0.0,0.0,0.0,0.0,1022.5,1.6,3.2,9.7,156,57,0.0,4.1,NA,NA,NA,NA,NA,NA
2024-11-05 08:00,20,RE0039,Gazzata,10.77930000,44.70240000,39,0,10,2,10.3,10.8,10.1,0.0,0.2,0.0,0.2,1025.6,4.8,8.0,11.3,290,97,10.0,9.9,NA,NA,NA,NA,NA,NA
2024-11-05 08:00,21,RE0032,Bagnolo in Piano,10.66941000,44.76264000,32,0,10,10,10.1,10.3,9.7,0.0,0.2,0.0,0.2,1027.3,3.2,6.4,12.9,300,99,10.0,9.9,NA,NA,NA,NA,NA,NA
2024-11-05 08:00,23,RE0088,Cavriago,10.51350600,44.69514900,88,0,10,10,9.8,10.2,9.3,NA,NA,NA,NA,1028.3,3.2,6.4,11.3,306,97,9.4,9.4,NA,NA,NA,NA,NA,NA
2024-11-05 08:00,24,RE1761,Rifugio Battisti,10.41280000,44.26200000,1761,1,6,5,9.9,10.6,9.2,0.0,0.0,0.0,0.0,1024.3,1.8,3.2,8.6,233,31,-6.5,3.3,NA,NA,NA,NA,NA,NA
2024-11-05 08:00,28,RE0678,Villa Minozzo,10.45992000,44.36519000,678,0,4,3,8.3,8.8,6.7,0.0,0.0,0.0,0.0,1026.0,0.0,1.6,4.8,239,86,6.1,6.9,NA,NA,NA,NA,NA,NA
2024-11-05 08:00,30,RE0965,Civago,10.47520000,44.25160000,965,1,5,5,2.7,3.7,2.0,0.0,0.2,0.0,0.8,1028.6,1.8,1.8,5.0,261,95,2.0,2.2,NA,NA,NA,NA,NA,NA
2024-11-05 08:00,31,RE0438,Canossa e Rossena,10.41673300,44.58522300,438,0,2,2,7.6,10.1,7.6,0.0,0.0,0.0,0.0,1026.0,13.0,17.6,17.6,161,97,7.2,7.2,NA,NA,NA,NA,NA,NA
2024-11-05 08:00,33,RE0577,Carpineti,10.51258400,44.45393700,577,0,10,10,7.4,8.9,7.0,0.0,0.2,0.0,0.2,1026.3,0.0,0.0,4.8,206,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-11-05 08:00,35,RE1579,Passo Pradarena,10.30000000,44.28620000,1579,1,5,5,8.9,9.1,7.4,0.0,0.0,0.0,0.0,1024.8,0.0,0.0,5.0,289,38,-4.7,3.1,NA,NA,NA,NA,NA,NA
 
